음향신호관리번호,지주관리번호,방향,제조회사,시설번호,표출구분,종류,상태,이력ID,위치정보,경도,위도
24-0000021103,02-0000115420,-,-,-,2,1,001,25831,-,,
24-0000021104,02-0000204991,-,-,-,2,1,001,25832,-,,
24-0000021106,02-0000102512,-,-,-,2,1,001,25834,-,,
24-0000021107,02-0000117570,-,-,-,2,1,001,25835,-,,
24-0000021129,02-0000106047,-,-,-,2,1,001,25857,-,,
24-0000021153,02-0000071239,-,-,-,2,1,001,25881,-,,
24-0000021155,02-0000071242,-,-,-,2,1,001,25883,-,,
24-0000010175,02-0000101390,180,대한신호,-,2,1,001,14903,1  ,126.85995189674232,37.52183216980553
24-0000019737,02-0000220723,-,대한신호,-,2,1,001,24465,-,126.89513362348629,37.484590456123776
24-0000017573,02-0000128302,-,대한신호,-,2,1,001,22301,-,126.85605530712209,37.49156530965396
24-0000017574,02-0000027953,-,대한신호,-,2,1,001,22302,-,126.85584213709666,37.49155229614065
24-0000021529,02-0000065789,-,대한신호,-,2,1,001,26257,-,,
24-0000021528,02-0000101426,-,대한신호,-,2,1,001,26256,-,,
24-0000016370,02-0000065779,-,대한신호,-,2,1,001,21098,-,126.8411073130787,37.525615045293684
24-0000016371,02-0000113447,-,대한신호,-,2,1,001,21099,-,126.84094678306633,37.52562890735996
24-0000006640,02-0000134245,180,대한신호,-,2,1,001,10613,1  ,126.85526034719986,37.49734375961699
24-0000018871,02-0000223044,-,신흥트래픽,-,2,1,001,23599,-,126.87225427206047,37.509708590919345
24-0000018867,02-0000223042,-,신흥트래픽,-,2,1,001,23595,-,126.87232037173749,37.51007363795905
24-0000000696,02-0000097516,180,-,-,2,1,001,3054,1  ,126.86459806036818,37.508787158810534
24-0000021533,02-0000142266,-,대한신호,-,2,1,001,26261,-,,
24-0000021532,02-0000142265,-,대한신호,-,2,1,001,26260,-,,
24-0000000167,02-0000100691,180,대한신호,-,2,1,001,8269,1  ,126.86469172990269,37.524355788497004
24-0000005862,02-0000159828,180,대한신호,0,2,1,001,11998,1  ,126.90260323626741,37.52604950282241
24-0000003497,02-0000107320,180,대한신호,-,2,1,001,8963,1  ,126.91764237071519,37.52924560363534
24-0000004379,02-0000025091,180,대한신호,-,2,1,001,2792,1  ,126.93082159506085,37.52183367347786
24-0000002333,02-0000025099,180,대한신호,-,2,1,001,2795,1  ,126.93055476891135,37.52210945317169
24-0000002335,02-0000025107,180,대한신호,-,2,1,001,2796,1  ,126.9309258532356,37.52221835421246
24-0000021547,02-0000223059,-,대한신호(주),-,2,1,001,26275,-,,
24-0000021545,02-0000070042,-,대한신호(주),-,2,1,001,26273,-,,
24-0000021557,02-0000142287,-,대한신호,-,2,1,001,26285,-,,
24-0000021556,02-0000142287,-,대한신호,-,2,1,001,26284,-,,
24-0000022294,02-0000224462,-,-,-,2,1,001,27022,-,,
24-0000016614,02-0000203664,-,㈜한길에이치씨,-,2,1,001,21342,-,127.056369863559,37.617099377711725
24-0000006669,02-0000164639,180,㈜한길에이치씨,0,2,1,001,12459,1  ,127.0253882116984,37.604163223789435
24-0000006363,02-0000076185,0  ,㈜한길에이치씨,-,2,1,001,6233,1  ,127.04172097543062,37.602218705515895
24-0000013621,02-0000077419,180,㈜한길에이치씨,-,2,1,001,18349,1  ,127.05692423683159,37.611036656558774
24-0000013622,02-0000077417,180,㈜한길에이치씨,-,2,1,001,18350,1  ,127.05675471944862,37.61101809080142
24-0000009102,02-0000127155,180,㈜한길에이치씨,-,2,1,001,13830,1  ,127.02449901026473,37.630711686169434
24-0000009104,02-0000176555,180,㈜한길에이치씨,-,2,1,001,13832,1  ,127.02429893649018,37.63066346558081
24-0000014971,02-0000033025,180,대한신호,-,2,1,001,19699,1  ,127.01749039214103,37.50286678037179
24-0000000978,02-0000018892,180,한길에이치씨,-,2,1,001,2236,1  ,127.03260567875343,37.47466239647838
24-0000021360,02-0000018564,-,한길에이치씨,-,2,1,001,26088,-,,
24-0000021359,02-0000018568,-,한길에이치씨,-,2,1,001,26087,-,,
24-0000000116,02-0000098031,180,한길에이치씨,-,2,1,001,8084,1  ,127.03095349612741,37.47133311526744
24-0000005650,02-0000158352,180,한길에이치씨,-,2,1,001,11722,1  ,127.01176346753768,37.48394601102628
24-0000000037,02-0000016966,180,한길에이치씨,-,2,1,001,2013,1  ,127.02171629418218,37.51113193032047
24-0000021358,02-0000139655,-,대한신호,-,2,1,001,26086,-,,
24-0000021357,02-0000223667,-,대한신호,-,2,1,001,26085,-,,
24-0000008838,02-0000037016,180,한길에이치씨,0,2,1,001,3692,1  ,127.04205266582427,37.48362736387858
24-0000021244,02-0000082025,-,대한신호,-,2,1,001,25972,-,,
24-0000021245,02-0000169505,-,대한신호,-,2,1,001,25973,-,,
24-0000021964,02-0000219402,-,-,-,2,1,001,26692,-,,
24-0000005825,02-0000159489,180,-,-,1,1,001,11941,1  ,127.09424405841966,37.55428037558153
24-0000021960,02-0000223783,-,대한신호,-,2,1,001,26688,-,,
24-0000005826,02-0000159490,180,대한신호,-,2,1,001,11943,1  ,127.094413786839,37.55448172554961
24-0000009608,02-0000177826,180,대한신호,-,2,1,001,14336,1  ,127.0944237165854,37.55456673294605
24-0000009607,02-0000177827,180,대한신호,-,2,1,001,14335,1  ,127.09409094063915,37.55457557437441
24-0000009606,02-0000177824,180,대한신호,-,2,1,001,14334,1  ,127.09402366134728,37.554509179405784
24-0000021947,02-0000223781,-,한길에이치씨,-,2,1,001,26675,-,,
24-0000021940,02-0000223780,-,한길에이치씨,-,2,1,001,26668,-,,
24-0000021939,02-0000223777,-,-,-,2,1,001,26667,-,,
24-0000021938,02-0000223776,-,한길에이치씨,-,2,1,001,26666,-,,
24-0000021937,02-0000223775,-,대한신호,-,2,1,001,26665,-,,
24-0000021936,02-0000154673,-,대한신호,-,2,1,001,26664,-,,
24-0000021935,02-0000154673,-,대한신호,-,2,1,001,26663,-,,
24-0000021934,02-0000223774,-,대한신호,-,2,1,001,26662,-,,
24-0000021933,02-0000223774,-,대한신호,-,2,1,001,26661,-,,
24-0000021932,02-0000154674,-,대한신호,-,2,1,001,26660,-,,
24-0000007009,02-0000052509,180,-,0,2,1,001,4584,1  ,127.12461275324245,37.52922298799188
24-0000001821,02-0000009996,180,한길HC,-,2,1,001,1001,1  ,126.98315836263058,37.57223334475346
24-0000005687,02-0000009995,180,한길HC,0,2,1,001,996,1  ,126.98289835833383,37.57222608039115
24-0000008477,02-0000174430,0  ,한길HC,0,2,1,001,13633,1  ,127.00164932188319,37.5857906465974
24-0000010762,02-0000179309,180,한길HC,-,2,1,001,15490,1  ,126.99754117127151,37.57320122193178
24-0000007719,02-0000171511,180,대한신호,0,2,1,001,13214,1  ,127.02346072142561,37.57570197581331
24-0000007718,02-0000157828,180,대한신호,0,2,1,001,11667,1  ,127.02343114833317,37.575835955645445
24-0000009122,02-0000176574,180,대한신호,-,2,1,001,13850,1  ,127.01574020457637,37.57323859014814
24-0000013740,02-0000155492,180,대한신호,-,2,1,001,18468,1  ,127.00210473648939,37.57063404513455
24-0000013739,02-0000155491,180,대한신호,-,2,1,001,18467,1  ,127.00181467227938,37.57069161356028
24-0000022251,02-0000221598,-,-,-,2,1,001,26979,-,,
24-0000022150,02-0000223929,-,실로암인더스트리,-,2,1,001,26878,-,,
24-0000022149,02-0000223928,-,실로암인더스트리,-,2,1,001,26877,-,,
24-0000021456,02-0000222991,-,대한신호(주),-,2,1,001,26184,-,,
24-0000021455,02-0000131423,-,대한신호(주),-,2,1,001,26183,-,,
24-0000011293,02-0000131420,0  ,대한신호(주),-,2,1,001,16021,1  ,127.09475235963524,37.510291572534996
24-0000021458,02-0000222992,-,대한신호(주),-,2,1,001,26186,-,,
24-0000021457,02-0000222992,-,대한신호(주),-,2,1,001,26185,-,,
24-0000022243,02-0000127095,-,한길HC,-,2,1,001,26971,-,,
24-0000001851,02-0000134022,180,한길HC,-,2,1,001,10576,1  ,126.96256386824923,37.597980128320984
24-0000004356,02-0000003762,180,㈜대한신호,-,2,1,001,364,1  ,126.97911850244407,37.575413277873096
24-0000003057,02-0000224299,180,㈜대한신호,-,2,1,001,9576,1  ,127.06989577502125,37.62006597341583
24-0000005229,02-0000083707,180,-,0,2,1,001,6736,1  ,127.06925393332615,37.62142052332809
24-0000005228,02-0000083705,180,한길HC,0,2,1,001,6735,1  ,127.06945362922184,37.62147615455325
24-0000022242,02-0000082142,-,한길HC,-,2,1,001,26970,-,,
24-0000022241,02-0000082143,-,한길HC,-,2,1,001,26969,-,,
24-0000022240,02-0000082137,-,한길HC,-,2,1,001,26968,-,,
24-0000022020,02-0000223849,-,대한신호,-,2,1,001,26748,-,,
24-0000022019,02-0000223848,-,대한신호,-,2,1,001,26747,-,,
24-0000022030,02-0000223855,-,대한신호,-,2,1,001,26758,-,,
24-0000018425,02-0000002133,-,대한신호㈜,-,2,1,001,23153,-,126.99230615766982,37.568164705421395
24-0000022274,02-0000224445,-,-,-,2,1,001,27002,-,,
24-0000022276,02-0000224447,-,-,-,2,1,001,27004,-,,
24-0000002356,02-0000022635,180,-,-,2,1,001,2569,1  ,126.89355508776744,37.478604658467795
24-0000002360,02-0000022643,180,-,-,2,1,001,2570,1  ,126.89371127061489,37.47885491508681
24-0000021849,02-0000223728,-,-,-,2,1,001,26577,-,,
24-0000022351,02-0000224779,-,대한신호㈜,-,2,1,001,27079,-,,
24-0000022350,02-0000224778,-,대한신호㈜,-,2,1,001,27078,-,,
24-0000002039,02-0000010021,180,한길에이치씨,-,2,1,001,1015,1  ,126.97922749147502,37.56890639392032
24-0000006083,02-0000157411,180,한길에이치씨,0,2,1,001,11637,1  ,126.9716619974743,37.55970745985144
24-0000009665,02-0000178048,180,한길에이치씨,-,2,1,001,14393,1  ,127.01002285351876,37.56554533559642
24-0000003936,02-0000104079,180,한길에이치씨,-,2,1,001,8579,1  ,127.0107929731928,37.5646513668853
24-0000006853,02-0000158893,180,한길에이치씨,0,2,1,001,11863,1  ,126.98198962837348,37.56015677596579
24-0000001814,02-0000104084,180,실로암인더스트리,-,2,1,001,8582,1  ,126.93481818246158,37.586580483988094
24-0000022148,02-0000223926,-,실로암인더스트리,-,2,1,001,26876,-,,
24-0000022147,02-0000223925,-,실로암인더스트리,-,2,1,001,26875,-,,
24-0000001514,02-0000126688,180,한길에이치씨,-,2,1,001,10037,1  ,126.90471388969074,37.575298257451806
24-0000022094,02-0000015331,-,한길에이치씨,-,2,1,001,26822,-,,
24-0000022093,02-0000000046,-,한길에이치씨,-,2,1,001,26821,-,,
24-0000022146,02-0000223922,-,실로암인더스트리,-,2,1,001,26874,-,,
24-0000022144,02-0000223921,-,실로암인더스트리,-,2,1,001,26872,-,,
24-0000022142,02-0000007366,-,실로암인더스트리,-,2,1,001,26870,-,,
24-0000022141,02-0000223920,-,실로암인더스트리,-,2,1,001,26869,-,,
24-0000016169,02-0000202898,-,대한신호,-,2,1,001,20897,-,126.98820447955354,37.559850436629475
24-0000005722,02-0000000534,180,한길에이치씨,0,2,1,001,30,1  ,126.98916869435357,37.56147645366874
24-0000010004,02-0000178640,180,한길에이치씨,-,2,1,001,14732,1  ,127.00732245005453,37.53347908097036
24-0000010693,02-0000178648,180,한길에이치씨,-,2,1,001,15421,1  ,127.00766794425168,37.53372769027514
24-0000022162,02-0000223943,-,실로암인더스트리,-,2,1,001,26890,-,,
24-0000022161,02-0000015326,-,실로암인더스트리,-,2,1,001,26889,-,,
24-0000022160,02-0000223942,-,실로암인더스트리,-,2,1,001,26888,-,,
24-0000022159,02-0000015325,-,실로암인더스트리,-,2,1,001,26887,-,,
24-0000022158,02-0000223941,-,실로암인더스트리,-,2,1,001,26886,-,,
24-0000022157,02-0000223940,-,실로암인더스트리,-,2,1,001,26885,-,,
24-0000017724,02-0000215292,-,대한신호㈜,-,2,1,001,22452,-,126.91013099687329,37.59903164519682
24-0000018220,02-0000218370,-,대한신호㈜,-,2,1,001,22948,-,126.91055997106736,37.57421401445153
24-0000011406,02-0000063882,0  ,-,-,2,1,001,16134,1  ,127.01058725380324,37.554474914287994
24-0000022156,02-0000004090,-,실로암인더스트리,-,2,1,001,26884,-,,
24-0000022155,02-0000004097,-,실로암인더스트리,-,2,1,001,26883,-,,
24-0000022154,02-0000004091,-,실로암인더스트리,-,2,1,001,26882,-,,
24-0000022153,02-0000104368,-,실로암인더스트리,-,2,1,001,26881,-,,
24-0000022152,02-0000004087,-,실로암인더스트리,-,2,1,001,26880,-,,
24-0000022151,02-0000004088,-,실로암인더스트리,-,2,1,001,26879,-,,
24-0000022247,02-0000224310,-,다투엔지니어링,-,2,1,001,26975,-,,
24-0000022246,02-0000224308,-,가온엘이디,-,2,1,001,26974,-,,
24-0000022245,02-0000224307,-,다투엔지니어링,-,2,1,001,26973,-,,
24-0000022265,02-0000224436,-,-,-,2,1,001,26993,-,,
24-0000022321,02-0000224599,-,한길HC,-,2,1,001,27049,-,,
24-0000022289,02-0000224433,-,-,-,2,1,001,27017,-,,
24-0000022322,02-0000224600,-,한길HC,-,2,1,001,27050,-,,
24-0000022297,02-0000224467,-,-,-,2,1,001,27025,-,,
24-0000021774,02-0000223673,-,대한신호,-,2,1,001,26502,-,,
24-0000021803,02-0000222830,-,대한신호(주),-,2,1,001,26531,-,,
24-0000021802,02-0000133091,-,대한신호(주),-,2,1,001,26530,-,,
24-0000021801,02-0000223685,-,대한신호(주),-,2,1,001,26529,-,,
24-0000021800,02-0000133096,-,대한신호(주),-,2,1,001,26528,-,,
24-0000021799,02-0000222826,-,대한신호(주),-,2,1,001,26527,-,,
24-0000021798,02-0000133097,-,대한신호(주),-,2,1,001,26526,-,,
24-0000004638,02-0000063515,180,대한신호(주),-,2,1,001,5389,1  ,126.81358224740742,37.560937307402455
24-0000019796,02-0000176521,-,대한신호,-,2,1,001,24524,-,126.84657376764861,37.565789854913056
24-0000021797,02-0000195303,-,대한신호(주),-,2,1,001,26525,-,,
24-0000021796,02-0000172174,-,대한신호(주),-,2,1,001,26524,-,,
24-0000021795,02-0000139595,-,대한신호(주),-,2,1,001,26523,-,,
24-0000021794,02-0000060275,-,대한신호(주),-,2,1,001,26522,-,,
24-0000017048,02-0000144194,-,신흥트래픽(주),-,2,1,001,21776,-,126.88477727563509,37.51977486363197
24-0000020970,02-0000023853,-,(주)한길에이치씨,-,2,1,001,25698,-,,
24-0000020971,02-0000023855,-,(주)한길에이치씨,-,2,1,001,25699,-,,
24-0000021793,02-0000060286,-,대한신호(주),-,2,1,001,26521,-,,
24-0000021792,02-0000060289,-,대한신호(주),-,2,1,001,26520,-,,
24-0000021791,02-0000060292,-,대한신호(주),-,2,1,001,26519,-,,
24-0000021790,02-0000100989,-,대한신호(주),-,2,1,001,26518,-,,
24-0000021789,02-0000060294,-,대한신호(주),-,2,1,001,26517,-,,
24-0000021788,02-0000060283,-,대한신호(주),-,2,1,001,26516,-,,
24-0000021787,02-0000107963,-,대한신호(주),-,2,1,001,26515,-,,
24-0000021786,02-0000028633,-,대한신호(주),-,2,1,001,26514,-,,
24-0000021783,02-0000061860,-,대한신호(주),-,2,1,001,26511,-,,
24-0000021782,02-0000061858,-,대한신호(주),-,2,1,001,26510,-,,
24-0000000599,02-0000113686,180,삼일안전시스템,-,2,1,001,9428,1  ,126.81549050900206,37.57334503062889
24-0000000600,02-0000101564,180,삼일안전시스템,-,2,1,001,8333,1  ,126.81542016778315,37.57346599169545
24-0000021777,02-0000007392,-,대한신호(주),-,2,1,001,26505,-,,
24-0000021776,02-0000007390,-,대한신호(주),-,2,1,001,26504,-,,
24-0000018905,02-0000181043,-,-,-,2,1,001,23633,-,127.09456623232184,37.46689873755369
24-0000018907,02-0000181047,-,-,-,2,1,001,23635,-,127.09419377380793,37.46714759833835
24-0000022319,02-0000224597,-,한길HC,-,2,1,001,27047,-,,
24-0000022318,02-0000224596,-,한길HC,-,2,1,001,27046,-,,
24-0000022320,02-0000224598,-,한길HC,-,2,1,001,27048,-,,
24-0000015614,02-0000201022,-,대한신호,-,2,1,001,20342,-,126.83634069694956,37.56538284567821
24-0000015599,02-0000201009,-,대한신호,-,2,1,001,20327,-,126.83446579438704,37.56555269900617
24-0000001145,02-0000039127,180,-,-,2,1,001,3880,1  ,127.05826330785354,37.48466531394438
24-0000022382,02-0000179112,-,-,-,2,1,001,27110,-,,
24-0000001144,02-0000039126,180,태영산업,-,2,1,001,3879,1  ,127.05820666978072,37.484530190607
24-0000001068,02-0000109289,180,-,-,2,1,001,9121,1  ,127.05794452222293,37.48456241788682
24-0000010999,02-0000037524,0  ,-,-,2,1,001,15727,1  ,127.05780747794032,37.48462555560369
24-0000009251,02-0000223306,180,대한신호,-,2,1,001,13979,1  ,126.99909941033933,37.56661665548875
24-0000021591,02-0000023274,-,대한신호,-,2,1,001,26319,-,,
24-0000021590,02-0000023961,-,대한신호,-,2,1,001,26318,-,,
24-0000006161,02-0000144683,180,대한신호,-,2,1,001,11215,1  ,126.93680902209796,37.588857503795936
24-0000021589,02-0000096125,-,한길에이치씨,-,2,1,001,26317,-,,
24-0000021588,02-0000013494,-,한길에이치씨,-,2,1,001,26316,-,,
24-0000021587,02-0000000152,-,한길에이치씨,-,2,1,001,26315,-,,
24-0000021586,02-0000000151,-,한길에이치씨,-,2,1,001,26314,-,,
24-0000011204,02-0000180331,0  ,대한신호,-,2,1,001,15932,1  ,126.9954617917927,37.534668122375585
24-0000013214,02-0000173280,180,대한신호,-,2,1,001,17942,1  ,126.96122074372188,37.53920741974637
24-0000004087,02-0000111549,180,대한신호,-,2,1,001,9241,1  ,126.99863808855389,37.53510834594833
24-0000008372,02-0000173649,270,대한신호,0,2,1,001,13566,1  ,126.99694614961517,37.52098161008891
24-0000001810,02-0000050654,180,대한신호,-,2,1,001,4411,1  ,127.00675858817043,37.54772999004239
24-0000001631,02-0000013498,180,대한신호,-,2,1,001,1413,1  ,127.00666600127862,37.547875746190584
24-0000000204,02-0000062649,180,대한신호,-,2,1,001,5317,1  ,126.83820441607037,37.55880047043096
24-0000021883,02-0000153694,-,대한신호,-,2,1,001,26611,-,,
24-0000008683,02-0000084655,270,태경엔지니어링,0,2,1,001,6869,1  ,127.0767667077473,37.64768149269522
24-0000021882,02-0000090811,-,태경엔지니어링,-,2,1,001,26610,-,,
24-0000021881,02-0000090807,-,태경엔지니어링,-,2,1,001,26609,-,,
24-0000008655,02-0000085113,45 ,태경엔지니어링,0,2,1,001,6959,1  ,127.06964087283329,37.64936703431096
24-0000022277,02-0000224448,-,-,-,2,1,001,27005,-,,
24-0000022279,02-0000224450,-,-,-,2,1,001,27007,-,,
24-0000022280,02-0000224452,-,-,-,2,1,001,27008,-,,
24-0000022290,02-0000224434,-,-,-,2,1,001,27018,-,,
24-0000003710,02-0000133942,180,대한신호(주),-,2,1,001,10546,1  ,126.85606066632963,37.55734809512942
24-0000021555,02-0000142286,-,대한신호,-,2,1,001,26283,-,,
24-0000021554,02-0000142286,-,대한신호,-,2,1,001,26282,-,,
24-0000020415,02-0000175795,-,㈜한길에이치씨,-,2,1,001,25143,-,,
24-0000018473,02-0000175794,-,㈜한길에이치씨,-,2,1,001,23201,-,126.9959188637208,37.59356615900395
24-0000005546,02-0000088063,180,㈜한길에이치씨,0,2,1,001,7311,1  ,127.03721578542387,37.62530245069407
24-0000005545,02-0000088064,180,㈜한길에이치씨,0,2,1,001,7313,1  ,127.03710401406511,37.62519987350806
24-0000022371,02-0000178071,-,㈜한길에이치씨,-,2,1,001,27099,-,,
24-0000022370,02-0000178066,-,㈜한길에이치씨,-,2,1,001,27098,-,,
24-0000022369,02-0000178072,-,㈜한길에이치씨,-,2,1,001,27097,-,,
24-0000022368,02-0000105980,-,㈜한길에이치씨,-,2,1,001,27096,-,,
24-0000012409,02-0000085849,0  ,㈜한길에이치씨,-,2,1,001,17137,1  ,127.04676304696932,37.622366533016795
24-0000010651,02-0000085845,180,㈜한길에이치씨,-,2,1,001,15379,1  ,127.04629590792268,37.62242900976896
24-0000022367,02-0000114789,-,㈜한길에이치씨,-,2,1,001,27095,-,,
24-0000022366,02-0000130799,-,㈜한길에이치씨,-,2,1,001,27094,-,,
24-0000005913,02-0000160281,180,㈜한길에이치씨,-,2,1,001,12017,1  ,127.029605124104,37.582882819229354
24-0000022365,02-0000195969,-,㈜한길에이치씨,-,2,1,001,27093,-,,
24-0000022364,02-0000195970,-,㈜한길에이치씨,-,2,1,001,27092,-,,
24-0000006688,02-0000164710,180,㈜한길에이치씨,0,2,1,001,12483,1  ,127.00888208992181,37.58953506923394
24-0000006690,02-0000164712,180,㈜한길에이치씨,0,2,1,001,12485,1  ,127.0087247041386,37.58965367977696
24-0000006691,02-0000164713,180,㈜한길에이치씨,0,2,1,001,12486,1  ,127.00874507891899,37.58973876054463
24-0000013610,02-0000166177,180,㈜한길에이치씨,-,2,1,001,18338,1  ,127.02355793158425,37.64224718514086
24-0000011424,02-0000180639,180,㈜한길에이치씨,-,2,1,001,16152,1  ,127.02541645378554,37.5864071322773
24-0000011423,02-0000180638,180,㈜한길에이치씨,-,2,1,001,16151,1  ,127.02524529456986,37.58640770951323
24-0000000476,02-0000084278,180,㈜대한신호,-,2,1,001,6811,1  ,127.03069595561827,37.616318536516104
24-0000005757,02-0000158718,180,㈜한길에이치씨,0,2,1,001,11849,1  ,127.06462766370964,37.60900468316955
24-0000005315,02-0000077839,180,㈜한길에이치씨,0,2,1,001,6349,1  ,127.0644640530519,37.60888933339766
24-0000008973,02-0000075638,270,㈜한길에이치씨,0,2,1,001,6209,1  ,127.01688415284943,37.590347059898264
24-0000006942,02-0000166894,180,㈜한길에이치씨,0,2,1,001,12642,1  ,127.01992044124525,37.64504921216861
24-0000006941,02-0000166892,180,㈜한길에이치씨,0,2,1,001,12641,1  ,127.01968234627182,37.644965376142494
24-0000013697,02-0000196200,180,㈜한길에이치씨,-,2,1,001,18425,1  ,127.03657212793951,37.60743608870544
24-0000006057,02-0000160913,180,㈜한길에이치씨,0,2,1,001,12099,1  ,127.05354243579548,37.61963356364481
24-0000016619,02-0000160914,-,㈜한길에이치씨,-,2,1,001,21347,-,127.05346988782973,37.61967814347821
24-0000006054,02-0000192687,180,㈜한길에이치씨,0,2,1,001,12097,1  ,127.05328871240762,37.6194389525209
24-0000015357,02-0000199983,-,㈜한길에이치씨,-,2,1,001,20085,-,127.06408132420347,37.60700315460773
